,user_id,sentiment_analysis,posted,item_id,recommend
1794,NZObiwan,2,25,496920,1
1798,76561198071716213,0,2015,346110,1
1801,76561198065988138,2,28,730,1
1804,Denied72,2,2012,43110,1
1806,76561198034337192,2,2014,243870,1
1807,76561198056953510,2,2014,222900,0
1809,76561198047363411,1,2014,730,1
1810,76561198068479124,2,5,209870,1
1812,GetMLGRekt,0,2015,383120,0
1814,BoyangBao,2,2013,99900,1
1815,meeman,2,2015,241930,1
1816,fuzzygrilz,2,2014,228940,1
1819,Derkness,2,2014,251570,1
1820,76561198086282677,0,2013,730,1
1822,DerpyAura,2,2014,440,1
1832,76561198021745490,2,2015,251060,1
1833,beepbeepimasheep,1,2014,327890,1
1834,76561198032293266,2,2015,241540,1
1837,76561198057406795,2,2015,333930,1
1838,76561198074942714,2,2014,244850,1
1839,76561198091717988,2,2014,265630,1
1842,76561198126500843,2,2015,227700,1
1843,destruktikus,0,29,314710,0
1844,Des_Mondo,2,2014,244850,1
1845,76561198066881691,2,2014,570,1
1846,76561198042146054,0,2012,204360,1
1847,76561198093191096,2,2014,243870,1
1848,Device600,1,2015,730,1
1849,Devmabby,0,2015,245170,0
1854,76561197980614542,2,2014,730,1
1855,76561197971532272,0,2014,13140,0
1858,wenndiesoldaten,1,2015,4560,1
1859,TacticalLynx,2,2014,730,1
1860,djman56,2,2015,317400,1
1861,76561198114039731,2,14,440,1
1863,digfernandes,2,2015,21690,1
1871,dijakeplays,2,2015,346110,1
1875,ohplsguuby,1,2015,570,1
1884,76561198071578365,2,8,730,1
1885,NathanielPeace,2,2014,239800,1
1890,76561198054421576,1,7,275850,0
1891,76561198072486822,0,2015,218620,1
1892,76561198099102298,1,2015,230410,1
1894,76561198077992470,2,27,200210,1
1895,76561198059166102,0,2015,319630,1
1896,76561198038374904,2,18,450660,1
1897,ShrikeShrikeShrikeShrikeShrike,1,2015,49600,1
1901,efefuyg3g4u5u22u4yv,2,2014,302380,1
1903,76561198058711482,2,2015,105600,1
1904,dimitriirfan,1,2015,730,1
1905,Dobble,2,2014,8870,1
1906,76561198023903233,2,2015,409160,1
1907,KingOfOpportunity,0,2014,49520,1
1908,doctorpotatoes,0,2014,243870,0
1918,76561198103858676,1,2014,440,1
1919,76561198083029873,1,2013,41070,1
1920,1920410,1,2014,224540,0
1921,76561198049760472,2,2014,730,1
1922,6294421419,2,2013,224260,1
1924,76561198081443272,1,2015,219740,1
1925,regentorange,1,2014,221100,1
1929,76561198120646995,2,11,304050,0
1932,76561197990557433,1,2015,8930,1
1933,diglekango,1,2015,218620,1
1935,76561198055370293,2,2014,221100,1
1937,duzim,1,2015,335330,0
1945,76561197995098683,2,2014,214490,1
1947,DropBear99,2,2015,221100,1
1948,banjoabbyshelly,0,2015,271590,1
1949,swscorpian,2,2015,346010,1
1954,thecosplayermotherfucker,2,2015,440,1
1955,durolan2535,1,3,570,1
1956,whatcanisayimjusttoogood,2,11,261640,1
1957,123repulseMe,2,2014,244850,1
1960,76561197969800840,2,15,268500,1
1962,Cab117,2,2015,266510,1
1968,DrVendax,2,2014,321980,1
1975,76561198090773476,2,2015,107900,0
1978,Dragoten,1,7,24720,0
1980,thedragon347,0,2014,570,1
1982,76561198015157743,2,2014,206440,1
1983,76561198073725626,0,2014,730,1
1987,76561198084378649,1,2015,236110,1
1988,76561198172455607,2,25,346110,1
1989,DrMolo,1,22,730,1
1990,76561198097534775,1,2015,287290,1
1994,DrumEssence,1,2014,241540,1
1995,ashley1222,1,2015,4000,1
1996,dubsdoge,2,10,218620,1
1997,76561198165512984,2,20,252950,1
2001,mrenigmate,2,2013,35140,1
2002,vitoprofile,2,8,363970,1
2008,Axe603,2,21,291550,1
2009,76561198057119793,2,2014,244850,1
2011,76561198090724989,2,7,243000,0
2012,JamesDurham23JubileeRd,2,2015,730,1
2019,Congo-Jack,1,2015,570,1
2020,76561198018159202,2,2014,730,1
2021,76561198080980901,1,2015,201810,1
2024,76561198066955730,2,2014,212500,1
2031,76561198056288026,2,5,4000,1
2032,dyslexicdew,2,2015,330840,1
2033,Dysloyal,2,2014,243870,1
2034,Eack,2,19,252950,1
2036,76561198008263039,0,5,330210,0
2037,76561198060822442,0,18,390670,1
2039,76561198049435011,2,27,271590,1
2041,76561198084637047,2,23,230410,1
2042,76561198105310142,2,15,440,1
2043,edgar_its_the_popo,0,2015,72850,1
2045,riseofnations231,2,2014,730,1
2046,Efreak,2,2012,207250,1
2050,76561198038840599,1,6,730,1
2056,SuccForCancer,2,2014,8930,1
2057,UberDuckLord,2,2014,238430,1
2058,hashandtag,1,2014,252490,1
2061,JZargo4Pres,1,2015,221380,1
2063,XavvPlays,0,2015,319510,1
2070,76561198056254879,1,8,335240,1
2072,ELCHUZZY69,0,2014,200210,1
2073,76561198053858353,1,28,570,1
2074,117331,2,2015,570,1
2075,Clarkos,1,2013,230410,1
2076,susanoofag,2,6,322170,1
2077,eljefe2171,2,20,325610,1
2085,76561198140431707,2,2015,39000,1
2086,LapFucksTrax,1,2015,234190,1
2088,76561198047866299,1,25,205950,1
2089,pon2543007,1,2014,248610,1
2097,76561198064445006,2,2015,346110,1
2098,en-esta-partecita-esta-zacler,2,7,463390,1
2100,76561198075233562,1,4,386070,1
2101,EnderRay10420,1,2014,230410,1
2103,Mr_Doge,2,2014,4000,1
2104,76561198026040814,0,2015,211420,1
2107,76561198059783767,2,1,391460,0
2108,PurpleGenius,2,2014,33930,1
2109,76561198048256508,2,3,227940,1
2110,76561198154493361,0,10,346110,1
2112,epicsquid,2,2013,22370,1
2114,FedeAcv2,1,10,570,1
2115,76561198097219763,1,2014,224260,1
2117,akiomio,1,18,273350,1
2118,76561198170217862,1,2015,8930,1
2119,76561198117877658,2,13,333930,1
2123,76561198073082088,2,2015,319630,1
2124,EternumHD,2,2014,4000,1
2125,SpecialSomeone,2,2014,730,1
2126,compuguy123,1,14,227160,0
2131,76561198041889877,0,2014,220240,0
2136,76561198054332392,0,3,462930,0
2138,76561198014848587,2,30,435030,1
2139,76561198064260593,0,29,304930,1
2142,hayen-,2,2015,730,1
2143,76561198068174077,2,2015,730,1
2144,76561197995939652,2,2014,222880,1
2148,hoot_toot,1,2015,271590,1
2152,76561198028187926,1,2015,374570,1
2153,ExtraEdition,1,2014,224600,1
2154,76561198088408984,1,2015,236390,0
2157,sgtkitty,0,2015,299740,0
2158,76561198065247694,0,17,286160,1
2168,76561198054549164,0,2015,289950,1
2169,76561198094506909,2,2015,214490,0
2171,Letachal,0,9,269210,1
2181,76561198046912445,1,2015,211820,1
2185,falynax,2,2015,730,1
2187,PlainLukekil,1,2014,245170,1
2188,76561198103524411,2,2014,200510,1
2191,rockethaul,2,2014,48700,1
2192,76561198106239471,2,2015,730,1
2193,76561198085107826,2,2014,570,1
2194,76561198073714126,2,4,730,1
2195,76561198047208774,0,11,397100,0
2199,whyiscustomurlathing,2,13,275850,0
2200,FeatInk,2,2015,271590,1
2208,bigprenis,0,25,437220,0
2212,76561198068086235,1,2014,49520,1
2213,dahaydos,2,2014,243870,1
2221,matt20131,1,9,440,1
2223,76561198028357316,0,2015,221100,0
2226,76561198090768760,0,2014,440,1
2227,Mrawes0m3,2,28,440,1
2230,InsightXIVC,2,2014,228380,1
2232,76561198054211660,2,2015,730,1
2235,izumireina,2,2015,4000,1
2239,Fetolino,1,2015,227940,0
2241,76561198032373589,1,2013,235360,1
2244,Fiesta787,2,2015,252950,1
2245,76561197960425229,2,2014,226980,1
2246,76561198057473311,2,2015,346900,1
2248,76561198068825441,0,2014,252490,0
2249,LetsBeOn,2,2015,295110,1
2250,76561198061285334,2,2015,264200,1
2253,Takmid,2,2014,222880,1
2255,76561198075229095,1,2015,222880,1
2256,FiveCast,2,21,262830,1
2257,76561198003855855,2,2013,250420,1
2259,OH_MY_GOSH,2,2015,218620,0
2260,modtech,0,28,389430,0
2266,Fliqi,2,2015,730,1
2267,adderz308,2,2013,730,1
2268,BajanCanidian,2,2014,440,1
2271,Fluphy_,2,2013,570,0
2279,76561198021135914,2,2014,218620,1
2280,treemasterrace,1,23,211420,1
2281,76561198162487321,2,2015,346110,1
2285,Anthonybasso,1,2014,204300,1
2287,76561198081848896,2,13,304930,1
2288,76561198124526584,2,2015,219740,1
2290,76561198044471846,2,17,359550,1
2292,FORTHMINGUTH,2,2014,304930,1
2294,TruBru,1,4,359550,1
2296,76561198007165405,0,2014,209730,0
2298,tyrone266,2,2014,440,1
2299,Frankaloons,0,2015,107410,1
2304,jach5270,2,2014,8190,1
2307,76561197995338574,1,2014,730,1
2312,76561198094830975,1,1,730,1
2313,joshj23,0,9,230410,1
2314,76561198066916378,2,2014,244850,1
2319,idsoftwaresquake,2,2015,13250,1
2326,76561198057781627,1,27,382050,0
2328,76561198007208545,0,2015,330210,0
2329,76561198062924967,1,2013,64000,1
2331,bradon745,2,2014,730,1
2332,farmerbillson,0,2013,227680,0
2333,iConnor_,1,25,291550,1
2339,76561198093394236,2,27,271590,1
2340,76561198091938654,1,29,369200,1
2344,dankememesforsweatyteens,1,2014,230050,1
2345,76561198045421572,2,2014,200210,1
2346,mudswipe,2,2015,34900,1
2347,dazahh,2,2014,208090,1
2351,76561198019669521,0,2015,8970,0
2352,76561197985634755,2,2015,362890,1
2353,76561198067938749,1,2015,730,1
2354,maketeanotwar,2,6,384190,1
2363,LeBovin,1,2015,230410,1
2371,FunkMeister1,1,2011,4000,1
2381,76561198141880878,0,2015,301520,0
2382,76561198071928116,2,19,394970,1
2383,76561198079327998,2,2,265210,1
2387,76561198025199025,2,26,265630,1
2390,jb2481,2,2013,570,1
2391,76561198034573935,2,2015,48800,0
2396,76561198072724653,0,2015,730,1
2398,xKillerInstinct,2,2015,730,1
2399,galvanicturtles,2,2014,570,1
2400,JorazGamerGuy,1,2015,259080,1
2403,76561198089131001,1,2014,203140,1
2404,loominis,2,2015,335240,1
2405,tcase42,2,2014,301520,1
2406,gatorgolfing,2,2015,218620,1
2415,Has2Ragretz,2,2013,208090,1
2416,76561198067352691,2,4,207610,1
2417,76561198060072424,1,2014,265630,1
2421,76561198065466146,2,2015,323370,1
2424,SGSChief,2,22,72850,1
2425,haonman,0,3,33230,0
2426,HeavyfromHell,2,2015,440,1
2428,MysticZemo,0,2015,10150,1
2430,gfire555,2,2015,301520,1
2432,76561198202329564,2,9,730,1
2435,76561198050768829,0,2015,730,0
2436,76561198036861500,2,2013,550,1
2437,76561198088472271,1,17,22370,1
2438,HiJason,2,2014,273110,0
2439,ghostlybug22,2,2014,570,1
2446,GiBaPEzLife,2,2,230410,1
2448,76561198079080583,2,11,437220,1
2450,76561198079227569,2,20,273350,1
2451,gillinator,2,2014,211820,1
2452,76561198095945803,2,2015,325610,1
2454,Wazzaa_man,2,2013,212680,1
2455,76561198075871336,0,21,322330,1
2458,Glenbluey,0,9,234140,1
2462,76561198071445832,2,2015,333930,0
2463,sunnnnnnnnnnnny,0,2015,730,0
2465,76561198048230501,2,2015,70300,1
2467,Fishisaurus,2,2014,301520,1
2468,Gterrestrial,0,15,301520,0
2472,Turntaker,2,2015,417860,1
2473,76561198052512374,2,2015,72850,1
2475,gothamsavior24,1,2015,319630,1
2477,uhhallo,2,10,311210,0
2479,Govostype0406,2,2013,257080,1
2482,76561198003189312,2,2015,252950,1
2483,76561198149213236,2,2015,107410,1
2484,farquadspenis,2,30,208650,0
2487,FullTimeSilver3,2,10,730,1
2488,GravityI,0,2,269210,0
2491,76561198100417292,2,22,218620,1
2493,76561197996156672,2,2015,342560,1
2500,GREENMAN41,1,2012,39000,1
2505,76561198066611105,1,2014,212800,1
2510,Grelekzel,2,2014,550,1
2512,76561198016940185,1,2014,221640,1
2513,greyson_4450,2,24,4000,1
2518,76561198138586856,2,18,620,1
2522,ReapersHunt,2,21,215470,0
2523,luduwick,1,2,211820,1
2527,GirlzLikeBears,2,2015,346110,1
2528,TheWaterGod,1,2014,4000,1
2529,sphix,2,3,258970,1
2532,76561198070892581,2,2015,262060,1
2533,guhou,2,2014,107100,1
2534,GuihZito,2,23,730,1
2535,mastergamerinfinity,2,2,368740,1
2536,Spiritedaway1,0,1,222880,1
2537,GungeonRighteer,0,15,246620,1
2539,76561198062447997,1,17,730,1
2540,gusso10_,1,2014,209080,1
2541,76561198053608159,2,2015,241600,1
2542,Habbyman,2,2014,219740,1
2543,76561197970519408,1,14,25000,0
2544,Haelnorr,2,2015,317360,1
2547,76561198082179266,1,2014,22300,1
2548,Haitroid,1,2015,12210,0
2551,76561198299095634,0,1,8190,0
2557,76561198074079694,2,2015,208090,1
2558,Halio99,2,2015,8930,1
2561,HallowedDragon,2,2013,105600,1
2562,halofreak61,1,2014,440,1
2566,HamThePanMan,1,2014,570,1
2567,76561198043275956,1,20,285440,1
2569,hand0fcthulhu,2,2014,244850,1
2574,76561198065866954,2,2015,330830,1
2575,supersushi987,1,28,377160,1
2577,sopramudar,1,8,322330,1
2578,76561198080881484,2,2015,358150,1
2582,76561198038572397,2,2015,304050,1
2583,76561198081776244,2,2015,222880,1
2584,76561198081114534,2,2015,730,1
2586,76561198077993857,1,19,440,0
2588,OfficialRagey,2,2015,570,1
2592,TittyDestroyer,2,2014,252490,1
2593,xxxkennySopxxx,2,2014,220240,1
2599,76561198083095219,2,2014,440,1
2600,HAramabeeHarrrisssooon,2,2014,302380,1
2603,DANKESTMEMEMACHINEEVER,1,2015,4000,1
2605,lucky-seven,1,2014,291480,0
2608,DeliciousPuddin,2,2015,388090,1
2613,76561198119721428,2,2015,332350,1
2615,76561198072072529,2,2014,204360,1
2616,76561198121314683,2,2014,265930,1
2618,76561198123168383,2,2014,221100,1
2619,harrylolman,2,2015,271590,0
2620,Harv3yy,2,2015,730,1
2622,76561198046718131,2,2014,440,1
2623,Rambo1061,2,2014,240,1
2627,harvse,2,20,357010,1
2630,corhodzic,1,16,730,1
2631,hawaiianisswag,2,2013,440,1
2632,76561198066734993,2,2015,302670,1
2639,76561198103362354,2,2015,730,1
2640,Nzatz,2,15,330350,1
2648,fil96,0,2014,730,1
2650,76561198070092383,1,2015,8190,1
2651,hecaton_john,2,2014,72850,1
2654,76561198088531301,2,2014,730,1
2656,76561198042879129,0,2015,55475,1
2661,TDOJ3DTDO,2,2015,108600,1
2664,HeliDash,2,2013,4000,1
2665,punkinoz,1,2015,730,1
2666,imsufferingkillme,2,2014,55230,1
2668,hellotherem8,2,2015,304930,1
2670,fintanboy,2,2014,249130,1
2672,henrydxb,1,2011,550,1
2674,76561198059990081,2,2015,248860,0
2682,bobthehappyterroriest,2,14,301520,0
2685,PimpIt,1,2014,286080,1
2687,76561198062484829,2,2015,238960,1
2697,76561198055335886,2,2014,261760,1
2698,76561198070690856,2,2015,244850,1
2699,76561198045953692,0,2014,261030,1
2701,216712138,2,2015,72850,1
2702,76561198006679831,2,2015,236850,0
2703,hewl,1,2014,264360,1
2704,Gawee08,2,2011,440,1
2705,76561198123074348,2,2014,293540,1
2715,koconut100,1,2015,219740,1
2717,76561198036822015,2,2015,317360,1
2720,highpr,1,23,11280,1
2723,CyberBlade,0,2014,49540,1
2724,76561198042823843,1,2014,220,1
2728,stevenlikesdicks,2,2015,730,1
2729,Hollowfun,2,2014,105600,1
2739,holyswifter,2,2015,105600,1
2740,WildCheese,2,2013,440,1
2745,76561198079621961,1,2015,222880,1
2747,76561198080786408,2,2015,730,1
2748,quadruplemoney,2,2015,221100,1
2750,76561198080644089,2,2014,209870,1
2751,peoplesidiot,0,2015,301520,0
2757,IrishNZ,1,2014,221380,1
2764,iareasdaft,2,2015,204300,1
2765,kylesimmonds,0,2015,232090,0
2770,DazzaPlays,2,2014,4000,1
2771,horizon95,2,2014,252490,1
2774,76561198066842598,0,29,275850,0
2777,HostileTemper,2,2015,730,1
2781,GenericNonCreativeProfile,2,19,346900,1
2782,beefiest,2,2015,8870,1
2783,b167er,2,3,730,1
2784,76561198083780235,1,2015,730,1
2785,76561198095222559,2,2014,440,1
2786,huy115,1,2015,730,1
2787,76561198065934504,2,2014,43160,1
2790,76561198071399737,1,2015,252490,1
2791,76561198054285764,2,2015,268750,1
2792,76561198139694944,1,2015,730,1
2793,itschewz,2,2014,44350,1
2794,anthonyrocks65,2,2015,6060,1
2795,Bhulb,1,2014,222980,1
2796,76561198047901097,2,2014,105600,1
2797,76561198054508148,2,2011,440,1
2798,offlinebyourmine,0,15,379720,1
2799,76561198067593136,2,2015,304050,0
2800,HunkHogan69,2,2015,41300,1
2801,76561198062884956,2,2014,620,1
2803,naomibby,1,2015,730,1
2804,76561198061796524,2,2015,232810,1
2806,76561198009498722,2,2015,214950,0
2807,hzqBICEPS,2,22,730,1
2808,poopeepeepoo,1,2014,4000,1
2816,76561198046190974,2,2015,570,1
2817,76561198041993527,2,2015,335190,1
2818,I_BBox_4_u,2,2015,224260,1
2819,zaintheking,2,2015,730,0
2820,Ulrikk,2,2015,249130,1
2822,tickets845,2,2014,200210,1
2826,folkfrightsa,1,2015,326480,1
2827,76561198070792786,1,2015,329950,0
2828,pudjapu,1,2015,570,1
2834,76561198087871638,2,2013,4000,1
2835,iampro554433,2,2014,42719,1
2836,ian_ramsay,2,2015,297000,0
2839,76561198071526072,2,27,407530,1
2844,76561198034167696,2,2014,730,1
2845,nicholasd7,0,30,275850,0
2848,76561197990772718,2,2015,261570,1
2849,IDGam3r,2,2015,226580,1
2857,HonestlyIdontcares,2,2014,1840,1
2858,76561198095214263,0,2014,7670,1
2859,FireInLatin,1,9,252950,1
2864,IGotDahMunchies,2,17,225840,0
2865,76561198068085433,2,2013,207170,1
2871,macey_moo,2,2015,287980,1
2876,marster1618,1,2015,218620,1
2879,Illuminutter,1,8,301520,0
2883,CancerCure,1,2015,570,1
2884,76561198055499125,2,2015,322330,1
2885,ImSeriouss,2,2014,218620,1
2897,76561198066760486,2,2014,570,1
2898,76561198223442840,2,2015,304030,1
2901,dugec01,2,2011,6880,1
2902,staecrh,1,2015,218620,0
2904,infamouscharles,1,2015,284160,1
2906,Infinitespeed,2,5,301520,0
2909,76561198095297673,2,2015,570,1
2910,76561198088860621,1,2015,417860,1
2916,76561198068363182,1,2015,253710,1
2917,sweatmore,1,2014,730,1
2918,76561198041240181,2,2015,295490,1
2920,76561198078587197,0,2015,35450,1
2921,guidetti1,1,20,730,1
2922,ias19112000,0,2014,271290,1
2927,76561198066084140,0,2015,377160,1
2933,alexisbest25,2,2015,33930,1
2937,iSkulz,2,3,299740,1
2941,Issekara,1,9,8930,1
2942,ysarge,1,2014,9480,0
2950,ITCGaming101,2,1,730,1
2957,yodadda,2,17,730,1
2965,itscriddle,2,2014,230410,1
2967,iVerse,0,2015,301640,1
2968,iVoltGaming,2,2015,323470,1
2974,76561198047273546,2,2014,4000,1
2977,ironcass,2,24,99900,1
2985,76561198044586193,2,2014,304930,1
2986,JosephBarrett,2,2014,233840,1
2987,76561198155610749,2,4,285900,1
2988,jinmanabe,2,31,730,1
2989,Jaberley,2,6,323610,1
2992,thelostwolf,2,2014,49520,1
2994,keiran1,0,2015,252490,1
2995,Jacmac,2,2014,222900,1
2996,jadaik,0,2015,24960,1
2999,76561198021364449,2,15,201810,1
3000,Guinhoh311,1,2015,362890,1
3003,76561198099036584,2,2015,208090,1
3005,76561198049901169,2,2013,224260,1
3006,Jamessss,2,24,261180,1
3008,JamsL33T,2,2015,730,1
3009,76561198027305355,0,2015,207140,1
3013,76561198042113307,2,2015,72850,1
3014,JarpsAU,2,16,250900,1
3021,jarvisnumbanine,2,4,202970,1
3028,Memphis__,2,2015,730,1
3029,jawdoe,0,13,402020,0
3035,Jaxon1049,2,2013,550,1
3037,76561198055262214,0,2014,105600,0
3038,76561198055365037,2,2014,330710,1
3039,Jc63921,1,2014,242760,1
3041,jdrocks,2,2013,49520,1
3047,idonothack,2,2013,570,1
3049,76561198062417966,2,2012,4000,1
3054,76561198041845214,2,2014,218230,1
3061,76561198079495006,0,3,440,1
3062,76561198052516862,0,2015,297810,0
3064,geckglobal,2,15,105600,1
3066,xexilex,0,2014,226700,1
3070,NotVengeance,1,25,252490,0
3071,aligindahousebabykosha,2,2015,730,1
3074,76561198037540189,2,2013,221100,1
3075,1234567io9872345678765432,1,2015,730,1
3083,76561198070993687,2,2015,408990,1
3084,psn_jmcgamer12,2,2015,261570,1
3091,76561198115194725,2,2015,730,1
3092,captainchomp,2,2014,210770,1
3093,MezKip,2,2015,291550,1
3094,2ZESTY4ME,1,2014,238960,0
3098,Qu_Boy,2,2014,218230,1
3100,TheLifeAndTimesOfTim,2,2015,359550,1
3106,76561198081148689,2,2014,730,1
3108,76561198079765149,2,12,316010,0
3109,76561198055887918,0,2015,252490,0
3112,boazegevski,1,2014,220240,1
3113,76561198018552349,2,2014,47810,1
3116,Jonaleko,2,2015,331470,1
3120,76561198053060832,1,2013,105600,1
3121,mistersicklad483759,1,2015,221100,1
3123,Joshman106,1,2015,730,1
3124,91221301,1,2014,244850,1
3127,Terencio,1,2014,99900,1
3128,2ik4tf,2,2014,105600,1
3129,76561198077432581,0,2014,252490,1
3132,76561198055604266,1,2015,291480,1
3135,76561198107847795,2,2014,1250,1
3137,RichmondDaGamer,2,2015,236110,1
3138,THEHITMONKEY,2,14,221680,1
3140,76561198046170033,1,2014,570,1
3141,jubjub727,1,2015,332310,1
3142,jukianinja,2,30,227940,0
3144,JunG00berfuckingsucks,2,18,384300,1
3152,76561198061493090,2,2014,212680,1
3153,76561198036171355,2,2014,200260,1
3159,mrpoo2,2,6,1840,1
3163,76561198043276814,2,13,295110,1
3164,Justmatel,2,8,201210,1
3170,ducksswamp,2,2014,440,1
3175,spbko8o,2,2014,225140,1
3176,76561198107506517,2,2014,4000,1
3177,76561198079774158,2,2015,211820,1
3179,kaepora0gaebora,2,2013,221380,1
3180,iloveyouus,2,2014,730,1
3181,prettyhm02forawhiteguy,2,2015,391540,1
3183,runnerofchaos,2,2015,364323,1
3185,KappaKaiju,2,2014,8870,1
3186,kappa_chino,2,28,570,1
3187,KappaSJ,2,2014,208090,1
3188,kards,0,2015,244870,1
3189,76561198121874542,0,17,220,1
3191,ownageog,2,2015,304930,1
3192,r3koil,2,2015,256290,0
3196,76561198026604616,2,2014,221100,1
3197,76561197970565267,1,2015,221100,0
3201,Kayndarr,2,2014,72850,1
3202,kaysmart,1,2015,346110,1
3203,TheKazimir,2,4,202970,1
3210,KSAC,2,2015,233450,1
3212,76561198065764432,0,2015,295110,1
3215,76561198075749223,2,3,394230,1
3218,keino_,2,2014,218620,1
3220,54Strat,0,2013,221100,1
3223,765611979902442O1,2,2015,283290,1
3227,kenny536,2,2015,340170,1
3228,76561198097795611,0,16,374320,1
3230,76561198066012786,1,2015,220200,1
3231,76561198088808564,2,2015,346110,1
3233,Delicous_Cookies,1,12,434570,1
3237,76561198057958244,2,2014,218230,1
3239,76561198105473254,1,2014,261030,1
3240,usaidwotnow,2,2013,1250,1
3249,76561198042170355,2,2013,209340,1
3254,IGotHeadFromYourMotherLastNight,2,2015,570,1
3256,76561198062068809,2,2014,265930,1
3260,fuckchu,2,2015,218620,1
3261,76561198078119248,2,12,48705,1
3262,Killerkalf,2,2015,363360,1
3266,46366536564574576346346546,2,2014,301520,1
3267,76561198219902115,2,30,730,1
3268,76561198081529182,2,2014,1250,1
3269,kk_kyser,0,2014,230410,1
3270,76561198074700614,2,2014,49520,1
3271,76561198042236060,2,2013,4000,1
3274,woahlevel20,0,2014,218620,1
3275,76561198070706154,2,7,730,1
3276,neveroddorburnsy,1,2014,218230,1
3277,JusicTheGod,2,2015,730,1
3278,76561198068552229,2,2014,220200,1
3279,kiricky,2,2015,730,1
3280,76561198052151911,2,8,273110,1
3282,pp0085,1,2014,200260,1
3283,76561198083247658,2,2014,440,1
3284,Omega_0,2,20,244850,1
